5.4	3.9	1.7	0.4	1	0.02997733	0.321414779
4.8	3	1.4	0.3	1	0.167312524	0.326299389
4.4	3	1.3	0.2	1	0.711283682	0.330583287
6.6	3	4.4	1.4	2	0.289305019	0.342630381
5.3	3.7	1.5	0.2	1	0.161832596	0.343753056
5.2	3.5	1.5	0.2	1	0.752968204	0.348581973
6.7	3	5	1.7	2	0.623614111	0.354205783
5	3.5	1.6	0.6	1	0.340357946	0.362196025
6.7	3.3	5.7	2.1	3	0.467321122	0.367527404
5.4	3	4.5	1.5	2	0.909317222	0.374267161
5.5	2.4	3.8	1.1	2	0.390811244	0.384517926
6.8	2.8	4.8	1.4	2	0.846539334	0.398637853
5.8	2.7	5.1	1.9	3	0.128421859	0.404856578
4.7	3.2	1.3	0.2	1	0.975185045	0.411952181
6	3.4	4.5	1.6	2	0.612136108	0.418062926
4.6	3.2	1.4	0.2	1	0.173033023	0.420013252
7.7	2.6	6.9	2.3	3	0.959383341	0.421906014
6.8	3	5.5	2.1	3	0.762170481	0.448309296
6.2	2.2	4.5	1.5	2	0.875787629	0.448855905
4.9	3.1	1.5	0.1	1	0.368450197	0.44905256
6.7	3	5.2	2.3	3	0.217557923	0.455795092
6.7	3.3	5.7	2.5	3	0.739436938	0.457500087
4.4	3.2	1.3	0.2	1	0.586954192	0.458429385
4.9	2.5	4.5	1.7	3	0.651907264	0.476242479
5.5	2.4	3.7	1	2	0.790828491	0.48443754
6.1	3	4.9	1.8	3	0.553355442	0.486413942
6.3	3.4	5.6	2.4	3	0.07199195	0.491484653
6.7	3.1	5.6	2.4	3	0.246528319	0.521543201
4.5	2.3	1.3	0.3	1	0.90706043	0.526239778
6.9	3.2	5.7	2.3	3	0.479932905	0.526359214
5.4	3.9	1.3	0.4	1	0.024392246	0.526439164
7.2	3	5.8	1.6	3	0.508467022	0.526457285
6.8	3.2	5.9	2.3	3	0.490987877	0.52811686
5.5	3.5	1.3	0.2	1	0.833522457	0.535998183
7.2	3.6	6.1	2.5	3	0.057325784	0.543467027
5.5	2.3	4	1.3	2	0.823274938	0.544343376
6.5	3	5.8	2.2	3	0.53420804	0.545647144
5.7	3	4.2	1.2	2	0.134484634	0.570202771
5.8	2.8	5.1	2.4	3	0.124989318	0.586918849
7.7	3.8	6.7	2.2	3	0.4093147	0.590262072
6.1	2.8	4.7	1.2	2	0.21772082	0.599429787
5.7	2.5	5	2	3	0.596643968	0.607441746
6.3	2.5	5	1.9	3	0.639772879	0.608681302
4.8	3	1.4	0.1	1	0.307169074	0.612046063
6	2.9	4.5	1.5	2	0.542822143	0.61492801
5.8	2.7	5.1	1.9	3	0.918039191	0.623647087
6.4	3.1	5.5	1.8	3	0.858145283	0.626198576
5.6	2.7	4.2	1.3	2	0.507023188	0.648997795
5.7	2.6	3.5	1	2	0.936955185	0.66135222
5	2.3	3.3	1	2	0.656092327	0.668617113
6.2	2.8	4.8	1.8	3	0.956356765	0.677447168
6.5	3.2	5.1	2	3	0.710325103	0.680387496
5.9	3	5.1	1.8	3	0.805240528	0.681220018
6.4	2.8	5.6	2.1	3	0.80782399	0.683682628
5.6	2.9	3.6	1.3	2	0.640227269	0.68782861
5.7	2.9	4.2	1.3	2	0.534398638	0.698436075
6.4	3.2	5.3	2.3	3	0.785149838	0.700647181
5.1	2.5	3	1.1	2	0.739455293	0.704804467
7	3.2	4.7	1.4	2	0.920304535	0.719272518
6.9	3.1	5.1	2.3	3	0.2046821	0.721825149
4.6	3.6	1	0.2	1	0.000384336	0.723885922
4.9	3.1	1.5	0.1	1	0.052773568	0.744665982
5	2	3.5	1	2	0.217966358	0.757023593
5.1	3.8	1.9	0.4	1	0.359612494	0.758279068
6.5	3	5.2	2	3	0.242438714	0.76772094
5	3.2	1.2	0.2	1	0.900895525	0.769710025
6.4	2.7	5.3	1.9	3	0.067209412	0.774215774
5.8	2.6	4	1.2	2	0.299611295	0.787547304
6.1	2.8	4	1.3	2	0.995688465	0.802855773
4.9	3	1.4	0.2	1	0.633691032	0.803793471
7.3	2.9	6.3	1.8	3	0.248190966	0.813172823
6.3	2.5	4.9	1.5	2	0.40616412	0.815885791
5.7	2.8	4.5	1.3	2	0.70969458	0.824992732
5	3	1.6	0.2	1	0.669737807	0.828606126
5.1	3.8	1.6	0.2	1	0.59790966	0.853285941
6.5	2.8	4.6	1.5	2	0.483125291	0.853807627
6.2	2.9	4.3	1.3	2	0.896724034	0.863393972
4.8	3.4	1.6	0.2	1	0.926053762	0.869290913
6	2.7	5.1	1.6	2	0.270809253	0.869677523
5.2	2.7	3.9	1.4	2	0.563171247	0.880872881
4.4	2.9	1.4	0.2	1	0.661413809	0.887495642
7.4	2.8	6.1	1.9	3	0.783702194	0.90252359
5.5	4.2	1.4	0.2	1	0.029836125	0.915574546
5.6	2.8	4.9	2	3	0.767324114	0.916971042
5.4	3.4	1.5	0.4	1	0.970264142	0.924300954
5.4	3.4	1.7	0.2	1	0.861324635	0.929420501
4.3	3	1.1	0.1	1	0.435149447	0.929855664
6.7	3.1	4.7	1.5	2	0.692078259	0.930685026
6.9	3.1	4.9	1.5	2	0.951876885	0.933540247
5.7	3.8	1.7	0.3	1	0.310337506	0.949473569
7.7	3	6.1	2.3	3	0.247517309	0.952975103
4.9	2.4	3.3	1	2	0.199340105	0.953159976
6	2.2	5	1.5	3	0.426653589	0.966748586
5.8	2.7	3.9	1.2	2	0.739045543	0.967011408
4.8	3.1	1.6	0.2	1	0.134701349	0.968841136
6	3	4.8	1.8	3	0.32637159	0.972581048
6.4	2.9	4.3	1.3	2	0.447849758	0.977140201
6.3	2.9	5.6	1.8	3	0.211410327	0.992176505
6.4	2.8	5.6	2.2	3	0.37611907	0.992997273
5.6	2.5	3.9	1.1	2	0.440680948	0.997546278
