4 1 4 0.25 0
4 3 24 0.125 0
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 0
10 8 39 0.205128205 0
14 7 26 0.269230769 0
8 10 63 0.158730159 0
4 2 14 0.142857143 0
2 4 43 0.093023256 0
8 9 58 0.155172414 0
8 8 52 0.153846154 1
11 22 98 0.224489796 0
4 3 25 0.12 1
11 17 79 0.215189873 1
9 2 11 0.181818182 0
4 5 46 0.108695652 0
7 12 86 0.139534884 0
11 2 11 0.181818182 0
11 2 11 0.181818182 0
2 6 75 0.08 0
11 8 41 0.195121951 1
11 3 16 0.1875 1
12 13 59 0.220338983 0
2 3 35 0.085714286 0
16 8 28 0.285714286 0
11 7 37 0.189189189 0
4 3 28 0.107142857 0
12 12 58 0.206896552 0
4 4 41 0.097560976 0
11 14 73 0.191780822 1
4 5 58 0.086206897 0
4 4 43 0.093023256 1
3 2 23 0.086956522 0
11 8 46 0.173913043 0
4 7 82 0.085365854 0
13 4 21 0.19047619 0
16 7 28 0.25 0
7 2 16 0.125 0
4 5 58 0.086206897 0
4 5 58 0.086206897 0
4 4 46 0.086956522 0
14 13 57 0.228070175 0
4 3 34 0.088235294 0
14 18 78 0.230769231 0
11 8 48 0.166666667 0
14 16 70 0.228571429 0
14 4 22 0.181818182 1
14 5 26 0.192307692 0
8 2 16 0.125 0
11 2 14 0.142857143 0
4 2 23 0.086956522 0
14 3 19 0.157894737 1
16 12 50 0.24 0
11 4 28 0.142857143 0
11 5 35 0.142857143 0
2 4 70 0.057142857 0
14 5 28 0.178571429 0
14 2 14 0.142857143 0
14 2 14 0.142857143 0
14 2 14 0.142857143 0
14 6 34 0.176470588 0
11 5 37 0.135135135 1
4 5 74 0.067567568 0
11 3 23 0.130434783 0
11 5 38 0.131578947 0
12 9 60 0.15 0
9 1 9 0.111111111 0
9 1 9 0.111111111 0
4 2 29 0.068965517 0
11 2 17 0.117647059 0
14 4 26 0.153846154 0
11 9 72 0.125 1
11 5 41 0.12195122 0
9 5 51 0.098039216 1
14 8 50 0.16 1
16 7 38 0.184210526 0
14 2 16 0.125 0
14 16 98 0.163265306 0
14 4 28 0.142857143 1
16 7 39 0.179487179 0
14 7 47 0.14893617 0
16 6 35 0.171428571 1
11 3 28 0.107142857 0
11 1 11 0.090909091 1
9 3 34 0.088235294 0
14 4 30 0.133333333 0
23 38 98 0.387755102 0
11 1 11 0.090909091 0
11 1 11 0.090909091 0
11 1 11 0.090909091 0
11 1 11 0.090909091 0
11 1 11 0.090909091 0
11 2 21 0.095238095 0
11 5 50 0.1 0
11 2 21 0.095238095 0
16 4 28 0.142857143 0
14 3 26 0.115384615 0
9 2 26 0.076923077 0
14 6 51 0.117647059 0
11 2 24 0.083333333 0
4 3 71 0.042253521 0
21 13 57 0.228070175 0
11 6 71 0.084507042 0
14 2 21 0.095238095 1
23 15 57 0.263157895 0
14 4 38 0.105263158 0
11 2 26 0.076923077 0
16 5 40 0.125 1
4 2 51 0.039215686 1
14 4 40 0.1 0
11 3 40 0.075 1
14 5 50 0.1 0
14 1 14 0.071428571 0
14 1 14 0.071428571 0
14 1 14 0.071428571 0
14 1 14 0.071428571 0
14 1 14 0.071428571 0
14 7 72 0.097222222 0
14 1 14 0.071428571 0
9 3 52 0.057692308 0
14 7 73 0.095890411 0
11 4 58 0.068965517 0
11 4 59 0.06779661 0
4 2 59 0.033898305 0
11 4 61 0.06557377 0
16 4 40 0.1 0
16 10 89 0.112359551 0
21 2 21 0.095238095 1
21 3 26 0.115384615 0
16 8 76 0.105263158 0
21 3 26 0.115384615 1
18 2 23 0.086956522 0
23 5 33 0.151515152 0
16 3 34 0.088235294 0
14 5 64 0.078125 0
14 3 41 0.073170732 0
16 1 16 0.0625 0
16 1 16 0.0625 0
16 1 16 0.0625 0
16 1 16 0.0625 0
16 1 16 0.0625 0
16 1 16 0.0625 0
16 4 45 0.088888889 0
16 1 16 0.0625 0
16 1 16 0.0625 0
16 1 16 0.0625 0
21 2 23 0.086956522 0
21 2 23 0.086956522 0
14 4 57 0.070175439 0
16 5 60 0.083333333 0
23 2 23 0.086956522 0
14 5 74 0.067567568 0
23 3 28 0.107142857 0
16 3 40 0.075 0
9 2 52 0.038461538 0
9 2 52 0.038461538 0
16 7 87 0.08045977 1
14 2 35 0.057142857 0
16 7 93 0.075268817 0
21 2 25 0.08 0
14 3 52 0.057692308 0
18 8 95 0.084210526 0
16 3 46 0.065217391 0
11 3 76 0.039473684 0
23 12 86 0.139534884 0
21 3 35 0.085714286 0
23 2 26 0.076923077 0
23 2 26 0.076923077 0
23 3 33 0.090909091 0
23 2 28 0.071428571 0
21 1 21 0.047619048 0
21 1 21 0.047619048 0
21 1 21 0.047619048 0
21 1 21 0.047619048 0
21 1 21 0.047619048 0
21 1 21 0.047619048 0
21 1 21 0.047619048 0
21 1 21 0.047619048 0
21 1 21 0.047619048 1
21 1 21 0.047619048 0
21 1 21 0.047619048 0
21 5 60 0.083333333 0
23 4 45 0.088888889 0
21 4 52 0.076923077 0
22 1 22 0.045454545 1
11 2 70 0.028571429 0
23 5 58 0.086206897 0
23 3 40 0.075 0
23 3 41 0.073170732 0
14 3 83 0.036144578 0
21 2 35 0.057142857 0
26 5 49 0.102040816 1
23 6 70 0.085714286 0
23 1 23 0.043478261 0
23 1 23 0.043478261 0
23 1 23 0.043478261 0
23 1 23 0.043478261 0
23 1 23 0.043478261 0
23 1 23 0.043478261 0
23 1 23 0.043478261 0
23 4 53 0.075471698 0
21 6 86 0.069767442 0
21 3 64 0.046875 0
16 2 70 0.028571429 0
21 3 70 0.042857143 0
23 4 87 0.045977011 0
23 3 89 0.033707865 0
35 3 64 0.046875 0
74 1 74 0.013513514 0
2 43 86 0.5 1
6 22 28 0.785714286 1
2 44 98 0.448979592 0
2 11 23 0.47826087 0
2 21 52 0.403846154 1
4 4 4 1 1
2 11 26 0.423076923 0
2 11 28 0.392857143 0
3 14 35 0.4 0
4 6 14 0.428571429 0
3 5 12 0.416666667 1
4 33 98 0.336734694 1
3 10 33 0.303030303 1
4 10 28 0.357142857 1
2 11 40 0.275 1
2 11 41 0.268292683 1
4 13 39 0.333333333 1
1 10 43 0.23255814 1
4 9 28 0.321428571 0
2 5 16 0.3125 1
2 6 22 0.272727273 1
4 5 16 0.3125 1
2 4 14 0.285714286 1
2 4 14 0.285714286 0
2 6 26 0.230769231 0
4 5 16 0.3125 1
2 7 32 0.21875 1
2 6 26 0.230769231 1
2 8 38 0.210526316 1
2 2 4 0.5 1
2 6 28 0.214285714 1
4 2 4 0.5 1
1 14 95 0.147368421 0
2 3 11 0.272727273 0
2 12 70 0.171428571 1
4 7 32 0.21875 1
4 4 16 0.25 0
2 6 35 0.171428571 1
2 3 14 0.214285714 0
2 4 23 0.173913043 0
4 4 18 0.222222222 0
5 6 28 0.214285714 0
4 6 30 0.2 0
14 5 14 0.357142857 0
3 8 50 0.16 0
4 9 52 0.173076923 0
4 16 98 0.163265306 1
2 9 75 0.12 0
4 6 35 0.171428571 0
4 9 55 0.163636364 0
4 6 35 0.171428571 1
2 6 45 0.133333333 0
2 6 47 0.127659574 0
4 2 9 0.222222222 0
2 2 11 0.181818182 1
4 6 38 0.157894737 1
9 9 38 0.236842105 0
11 5 18 0.277777778 0
2 3 21 0.142857143 0
2 1 2 0.5 0
2 1 2 0.5 1
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 1 2 0.5 0
2 3 22 0.136363636 0
9 11 49 0.224489796 1
3 5 38 0.131578947 0
3 1 3 0.333333333 1
4 6 43 0.139534884 0
2 3 24 0.125 0
12 11 39 0.282051282 0
2 2 14 0.142857143 0
9 3 14 0.214285714 0
14 8 26 0.307692308 0
4 2 13 0.153846154 0
4 11 95 0.115789474 0
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 0
4 1 4 0.25 0
4 7 62 0.112903226 0
4 4 34 0.117647059 1
11 6 28 0.214285714 0
13 3 14 0.214285714 1
9 9 54 0.166666667 0
11 2 11 0.181818182 0
2 5 63 0.079365079 0
7 11 89 0.123595506 0
8 9 64 0.140625 0
2 2 22 0.090909091 0
11 16 89 0.179775281 0
4 5 58 0.086206897 0
14 7 35 0.2 0
11 4 27 0.148148148 0
7 9 89 0.101123596 1
7 5 52 0.096153846 0
11 6 41 0.146341463 0
10 5 38 0.131578947 0
14 2 14 0.142857143 1
14 2 14 0.142857143 0
14 2 14 0.142857143 0
2 2 33 0.060606061 0
11 3 23 0.130434783 0
14 8 46 0.173913043 0
9 1 9 0.111111111 0
16 5 27 0.185185185 0
14 4 26 0.153846154 0
4 2 30 0.066666667 0
14 3 21 0.142857143 0
16 16 77 0.207792208 0
4 2 31 0.064516129 0
14 8 50 0.16 0
11 3 26 0.115384615 0
14 7 45 0.155555556 0
15 5 33 0.151515152 0
16 2 16 0.125 0
16 3 21 0.142857143 0
11 8 72 0.111111111 0
11 1 11 0.090909091 0
11 1 11 0.090909091 0
11 1 11 0.090909091 1
2 3 75 0.04 1
2 3 77 0.038961039 0
16 4 28 0.142857143 0
16 15 87 0.172413793 0
16 14 83 0.168674699 0
16 10 62 0.161290323 0
16 3 23 0.130434783 0
14 3 26 0.115384615 0
23 19 62 0.306451613 0
11 7 75 0.093333333 0
20 14 69 0.202898551 1
4 2 46 0.043478261 0
11 2 25 0.08 0
11 3 37 0.081081081 0
13 7 76 0.092105263 0
16 6 50 0.12 0
14 3 33 0.090909091 0
14 1 14 0.071428571 0
14 1 14 0.071428571 0
14 1 14 0.071428571 0
14 1 14 0.071428571 0
17 7 58 0.120689655 1
14 3 35 0.085714286 0
16 7 64 0.109375 0
21 2 21 0.095238095 0
16 3 35 0.085714286 0
16 1 16 0.0625 0
16 1 16 0.0625 0
16 1 16 0.0625 0
16 1 16 0.0625 0
16 1 16 0.0625 0
11 4 74 0.054054054 0
21 6 48 0.125 0
23 2 23 0.086956522 0
23 6 45 0.133333333 0
14 2 35 0.057142857 1
16 4 58 0.068965517 0
16 5 71 0.070422535 0
21 2 26 0.076923077 0
21 3 35 0.085714286 0
23 8 69 0.115942029 0
21 3 38 0.078947368 0
21 3 40 0.075 0
21 1 21 0.047619048 0
21 1 21 0.047619048 0
25 6 50 0.12 0
21 1 21 0.047619048 0
21 1 21 0.047619048 0
23 3 39 0.076923077 0
21 2 33 0.060606061 0
14 3 79 0.037974684 0
23 1 23 0.043478261 1
23 1 23 0.043478261 0
23 1 23 0.043478261 0
23 1 23 0.043478261 0
23 1 23 0.043478261 0
23 1 23 0.043478261 0
16 3 86 0.034883721 0
21 2 52 0.038461538 0
39 1 39 0.025641026 0
72 1 72 0.013888889 0
